MAKE,MODEL,VEHICLE CLASS,ENGINE SIZE,CYLINDERS (L),TRANSMISSION,FUEL TYPE,FUEL CONS: CITY (L/100 km),FUEL CONS: HWY (L/100 km),CO2 RATING,SMOG RATING,CO2 EMISSIONS(g/km) 
JAGUAR,F-TYPE CONVERTIBLE R-DYNAMIC,TWO-SEATER,3.0,6.0,M6,Z,15.3,10.0,3.0,7.0,302.0
JAGUAR,F-TYPE CONVERTIBLE R-DYNAMIC AWD,TWO-SEATER,3.0,6.0,AS8,Z,13.0,9.2,4.0,7.0,265.0
JAGUAR,F-TYPE COUPE,TWO-SEATER,2.0,4.0,AS8,Z,10.2,7.8,5.0,7.0,215.0
JAGUAR,F-TYPE COUPE,TWO-SEATER,3.0,6.0,AS8,Z,11.9,8.5,5.0,7.0,242.0
JAGUAR,F-TYPE COUPE,TWO-SEATER,3.0,6.0,M6,Z,14.9,9.8,3.0,7.0,296.0
JAGUAR,F-TYPE COUPE R-DYNAMIC,TWO-SEATER,3.0,6.0,AS8,Z,12.4,8.8,4.0,7.0,253.0
JAGUAR,F-TYPE COUPE R-DYNAMIC,TWO-SEATER,3.0,6.0,M6,Z,15.3,10.0,3.0,7.0,302.0
JAGUAR,F-TYPE COUPE R-DYNAMIC AWD,TWO-SEATER,3.0,6.0,AS8,Z,13.0,9.2,4.0,7.0,265.0
JAGUAR,F-TYPE R AWD CONVERTIBLE,TWO-SEATER,5.0,8.0,AS8,Z,15.6,10.4,3.0,3.0,311.0
JAGUAR,F-TYPE R AWD COUPE,TWO-SEATER,5.0,8.0,AS8,Z,15.6,10.4,3.0,3.0,311.0
JAGUAR,XE 20d AWD,COMPACT,2.0,4.0,AS8,D,7.8,5.8,7.0,1.0,186.0
JAGUAR,XE 25t AWD,COMPACT,2.0,4.0,AS8,Z,9.8,6.9,6.0,7.0,200.0
JAGUAR,XE 35t AWD,COMPACT,3.0,6.0,AS8,Z,11.8,8.2,5.0,7.0,238.0
JAGUAR,XF 20d AWD,MID-SIZE,2.0,4.0,AS8,D,7.8,5.8,7.0,1.0,186.0
JAGUAR,XF 25t AWD,MID-SIZE,2.0,4.0,AS8,Z,10.1,7.2,6.0,7.0,207.0
JAGUAR,XF 35t AWD,MID-SIZE,3.0,6.0,AS8,Z,12.0,8.4,5.0,7.0,243.0
JAGUAR,XJ R-SPORT AWD,FULL-SIZE,3.0,6.0,AS8,Z,14.0,9.0,4.0,7.0,276.0
JAGUAR,XJL PORTFOLIO AWD,FULL-SIZE,3.0,6.0,AS8,Z,14.0,9.4,4.0,7.0,280.0
JAGUAR,XJR LWB,FULL-SIZE,5.0,8.0,AS8,Z,15.8,10.3,3.0,3.0,313.0
JEEP,CHEROKEE FFV,SUV - SMALL,2.4,4.0,A9,X,11.0,7.8,5.0,3.0,225.0
JEEP,CHEROKEE FFV,SUV - SMALL,2.4,4.0,A9,E,15.5,10.5,5.0,3.0,218.0
JEEP,CHEROKEE,SUV - SMALL,3.2,6.0,A9,X,11.4,8.3,5.0,3.0,234.0
JEEP,CHEROKEE 4X4 ACTIVE DRIVE I,SUV - SMALL,2.4,4.0,A9,X,11.3,8.4,5.0,3.0,235.0
JEEP,CHEROKEE 4X4 ACTIVE DRIVE I FFV,SUV - SMALL,2.4,4.0,A9,X,11.3,8.4,5.0,3.0,235.0
JEEP,CHEROKEE 4X4 ACTIVE DRIVE I FFV,SUV - SMALL,2.4,4.0,A9,E,16.3,11.3,5.0,3.0,231.0
JEEP,CHEROKEE 4X4 ACTIVE DRIVE I,SUV - SMALL,3.2,6.0,A9,X,11.6,8.6,5.0,3.0,241.0
JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,SUV - SMALL,2.4,4.0,A9,X,11.4,8.7,5.0,1.0,239.0
JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,SUV - SMALL,3.2,6.0,A9,X,12.8,9.0,4.0,3.0,259.0
JEEP,CHEROKEE 4X4 ACTIVE DRIVE LOCK,SUV - SMALL,2.4,4.0,A9,X,12.1,9.4,4.0,1.0,256.0
JEEP,CHEROKEE 4X4 ACTIVE DRIVE LOCK,SUV - SMALL,3.2,6.0,A9,X,12.9,9.9,4.0,3.0,269.0
JEEP,COMPASS,SUV - SMALL,2.4,4.0,A6,X,10.6,7.6,5.0,7.0,218.0
JEEP,COMPASS,SUV - SMALL,2.4,4.0,M6,X,10.4,7.3,5.0,3.0,211.0
JEEP,COMPASS 4X4,SUV - SMALL,2.4,4.0,A9,X,10.8,7.8,5.0,7.0,222.0
JEEP,COMPASS 4X4,SUV - SMALL,2.4,4.0,M6,X,10.8,7.6,5.0,3.0,221.0
JEEP,GRAND CHEROKEE 4X4,SUV - STANDARD,3.0,6.0,A8,D,11.2,8.5,4.0,1.0,268.0
JEEP,GRAND CHEROKEE 4X4,SUV - STANDARD,3.6,6.0,A8,X,12.7,9.6,4.0,5.0,265.0
JEEP,GRAND CHEROKEE 4X4,SUV - STANDARD,5.7,8.0,A8,X,16.7,10.9,3.0,3.0,331.0
JEEP,GRAND CHEROKEE 4X4 SRT,SUV - STANDARD,6.4,8.0,A8,Z,18.3,12.6,2.0,1.0,368.0
JEEP,GRAND CHEROKEE 4X4 TRACKHAWK,SUV - STANDARD,6.2,8.0,A8,Z,20.9,13.8,1.0,1.0,413.0
JEEP,NEW WRANGLER 4X4,SUV - SMALL,2.0,4.0,A8,X,10.5,9.4,5.0,5.0,233.0
JEEP,NEW WRANGLER 4X4,SUV - SMALL,3.6,6.0,A8,X,12.8,10.4,4.0,5.0,274.0
JEEP,NEW WRANGLER 4X4,SUV - SMALL,3.6,6.0,M6,X,13.7,9.6,4.0,5.0,277.0
JEEP,NEW WRANGLER UNLIMITED 4X4,SUV - SMALL,2.0,4.0,A8,X,10.9,10.0,5.0,5.0,245.0
JEEP,NEW WRANGLER UNLIMITED 4X4,SUV - SMALL,3.6,6.0,A8,X,12.9,10.2,4.0,5.0,275.0
JEEP,NEW WRANGLER UNLIMITED 4X4,SUV - SMALL,3.6,6.0,M6,X,13.8,10.1,3.0,5.0,285.0
JEEP,RENEGADE,SUV - SMALL,1.4,4.0,M6,X,9.9,7.7,5.0,3.0,209.0
JEEP,RENEGADE,SUV - SMALL,2.4,4.0,A9,X,10.8,7.8,5.0,7.0,222.0
JEEP,RENEGADE FFV,SUV - SMALL,2.4,4.0,A9,X,10.8,7.8,5.0,3.0,222.0
JEEP,RENEGADE FFV,SUV - SMALL,2.4,4.0,A9,E,14.4,10.2,6.0,3.0,206.0
JEEP,RENEGADE 4X4,SUV - SMALL,1.4,4.0,M6,X,9.9,7.7,5.0,3.0,211.0
JEEP,RENEGADE 4X4,SUV - SMALL,2.4,4.0,A9,X,11.2,8.2,5.0,7.0,230.0
JEEP,WRANGLER JK 4X4,SUV - SMALL,3.6,6.0,A5,X,14.1,11.1,3.0,3.0,299.0
JEEP,WRANGLER JK 4X4,SUV - SMALL,3.6,6.0,M6,X,14.2,11.0,3.0,3.0,298.0
JEEP,WRANGLER JK UNLIMITED 4X4,SUV - SMALL,3.6,6.0,A5,X,14.7,11.7,3.0,3.0,313.0
JEEP,WRANGLER JK UNLIMITED 4X4,SUV - SMALL,3.6,6.0,M6,X,15.0,11.4,3.0,3.0,312.0
KIA,CADENZA,FULL-SIZE,3.3,6.0,AS8,X,11.5,8.5,5.0,3.0,237.0
KIA,FORTE (MPI),MID-SIZE,2.0,4.0,AS6,X,8.0,6.1,8.0,5.0,168.0
KIA,FORTE (GDI),MID-SIZE,2.0,4.0,AS6,X,9.4,7.0,6.0,3.0,198.0
KIA,FORTE,MID-SIZE,2.0,4.0,M6,X,9.4,6.8,6.0,5.0,195.0
KIA,FORTE 5,FULL-SIZE,1.6,4.0,AM7,X,9.4,7.9,6.0,3.0,207.0
KIA,FORTE 5,FULL-SIZE,2.0,4.0,AS6,X,9.4,7.0,6.0,3.0,197.0
KIA,FORTE 5,FULL-SIZE,2.0,4.0,M6,X,9.8,7.3,6.0,3.0,204.0
KIA,K900,FULL-SIZE,3.8,6.0,AS8,X,13.8,9.3,4.0,3.0,279.0
KIA,K900,FULL-SIZE,5.0,8.0,AS8,Z,15.6,10.6,3.0,3.0,317.0
KIA,NIRO,STATION WAGON - SMALL,1.6,4.0,AM6,X,4.6,5.1,10.0,7.0,114.0
KIA,NIRO FE,STATION WAGON - SMALL,1.6,4.0,AM6,X,4.5,4.8,10.0,7.0,110.0
KIA,NIRO TOURING,STATION WAGON - SMALL,1.6,4.0,AM6,X,5.1,5.8,9.0,7.0,129.0
KIA,OPTIMA,FULL-SIZE,2.0,4.0,AS6,X,10.9,7.6,5.0,3.0,224.0
KIA,OPTIMA,FULL-SIZE,2.4,4.0,AS6,X,9.6,6.8,6.0,5.0,198.0
KIA,OPTIMA FE,FULL-SIZE,2.4,4.0,AS6,X,9.3,6.6,6.0,5.0,190.0
KIA,OPTIMA HYBRID,MID-SIZE,2.0,4.0,AM6,X,6.0,5.1,9.0,3.0,132.0
KIA,RIO,COMPACT,1.6,4.0,AS6,X,8.5,6.4,7.0,3.0,177.0
KIA,RIO,COMPACT,1.6,4.0,M6,X,8.3,6.4,7.0,3.0,175.0
KIA,SEDONA,MINIVAN,3.3,6.0,AS6,X,13.2,9.7,4.0,3.0,275.0
KIA,SEDONA SX,MINIVAN,3.3,6.0,AS6,X,12.9,9.5,4.0,3.0,269.0
KIA,SEDONA SXL,MINIVAN,3.3,6.0,AS6,X,14.1,10.5,3.0,3.0,296.0
KIA,SORENTO,SUV - SMALL,2.4,4.0,AS6,X,11.2,8.3,5.0,5.0,234.0
KIA,SORENTO AWD,SUV - SMALL,2.0,4.0,AS6,X,12.3,9.4,4.0,3.0,259.0
KIA,SORENTO AWD,SUV - SMALL,2.4,4.0,AS6,X,11.5,9.3,4.0,5.0,246.0
KIA,SORENTO AWD,SUV - SMALL,3.3,6.0,AS6,X,14.0,10.1,3.0,3.0,289.0
KIA,SORENTO AWD FE,SUV - SMALL,3.3,6.0,AS6,X,13.2,9.3,4.0,3.0,270.0
KIA,SOUL,STATION WAGON - SMALL,1.6,4.0,AM7,X,9.1,7.7,6.0,3.0,199.0
KIA,SOUL,STATION WAGON - SMALL,1.6,4.0,AS6,X,9.4,7.8,6.0,3.0,205.0
KIA,SOUL,STATION WAGON - SMALL,2.0,4.0,AS6,X,9.5,7.8,6.0,5.0,206.0
KIA,SPORTAGE,SUV - SMALL,2.4,4.0,AS6,X,10.3,7.8,5.0,5.0,218.0
KIA,SPORTAGE AWD,SUV - SMALL,2.0,4.0,AS6,X,11.9,10.2,4.0,3.0,263.0
KIA,SPORTAGE AWD,SUV - SMALL,2.4,4.0,AS6,X,11.3,9.5,4.0,5.0,247.0
KIA,STINGER AWD,MID-SIZE,3.3,6.0,AS8,Z,12.7,9.6,4.0,3.0,265.0
LAMBORGHINI,AVENTADOR COUPE,TWO-SEATER,6.5,12.0,AM7,Z,23.8,14.1,1.0,1.0,454.0
LAMBORGHINI,AVENTADOR ROADSTER,TWO-SEATER,6.5,12.0,AM7,Z,24.2,14.5,1.0,1.0,464.0
LAMBORGHINI,AVENTADOR S COUPE,TWO-SEATER,6.5,12.0,AM7,Z,23.8,14.1,1.0,1.0,454.0
LAMBORGHINI,AVENTADOR S ROADSTER,TWO-SEATER,6.5,12.0,AM7,Z,24.2,14.5,1.0,1.0,464.0
LAMBORGHINI,HURACAN,TWO-SEATER,5.2,10.0,AM7,Z,16.8,11.4,2.0,1.0,336.0
LAMBORGHINI,HURACAN AWD,TWO-SEATER,5.2,10.0,AM7,Z,17.2,12.2,2.0,1.0,349.0
LAMBORGHINI,HURACAN SPYDER,TWO-SEATER,5.2,10.0,AM7,Z,16.7,11.7,2.0,1.0,337.0
LAMBORGHINI,HURACAN SPYDER AWD,TWO-SEATER,5.2,10.0,AM7,Z,17.2,12.3,2.0,1.0,350.0
LAND ROVER,DISCOVERY SPORT,SUV - SMALL,2.0,4.0,AS9,Z,11.4,9.3,5.0,7.0,246.0
LAND ROVER,RANGE ROVER EVOQUE,SUV - SMALL,2.0,4.0,AS9,Z,10.9,8.0,5.0,7.0,225.0
LAND ROVER,RANGE ROVER EVOQUE CONVERTIBLE,SUV - SMALL,2.0,4.0,AS9,Z,11.2,8.2,5.0,7.0,231.0
LAND ROVER,RANGE ROVER VELAR,SUV - SMALL,2.0,4.0,AS8,D,9.2,7.8,5.0,1.0,229.0
LAND ROVER,RANGE ROVER VELAR,SUV - SMALL,3.0,6.0,AS8,Z,13.0,10.0,4.0,7.0,273.0
LEXUS,ES 300h,MID-SIZE,2.5,4.0,AV6,X,5.8,6.1,9.0,7.0,139.0
LEXUS,ES 350,MID-SIZE,3.5,6.0,AS6,X,11.4,7.7,5.0,3.0,226.0
LEXUS,GS 350 AWD,MID-SIZE,3.5,6.0,AS6,Z,12.5,9.2,4.0,5.0,257.0
LEXUS,GS 450h,MID-SIZE,3.5,6.0,AV8,Z,8.0,6.9,7.0,7.0,176.0
LEXUS,GS F,COMPACT,5.0,8.0,AS8,Z,14.9,9.7,3.0,5.0,293.0
LEXUS,GX 460,SUV - STANDARD,4.6,8.0,AS6,Z,16.0,12.9,2.0,3.0,341.0
LEXUS,IS 300,COMPACT,2.0,4.0,AS8,Z,10.6,7.3,5.0,3.0,214.0
LEXUS,IS 300 AWD,COMPACT,3.5,6.0,AS6,Z,12.3,9.1,4.0,5.0,254.0
LEXUS,IS 350 AWD,COMPACT,3.5,6.0,AS6,Z,12.3,9.1,4.0,5.0,254.0
LEXUS,LC 500,SUBCOMPACT,5.0,8.0,AS10,Z,14.7,9.2,3.0,5.0,286.0
LEXUS,LC 500h,SUBCOMPACT,3.5,6.0,AV10,Z,8.9,7.0,6.0,7.0,187.0
LEXUS,LS 500,MID-SIZE,3.4,6.0,AS10,Z,12.2,7.8,5.0,3.0,240.0
LEXUS,LS 500 AWD,MID-SIZE,3.4,6.0,AS10,Z,13.0,8.7,4.0,3.0,259.0
LEXUS,LS 500h,MID-SIZE,3.5,6.0,AV10,Z,9.4,7.1,6.0,7.0,195.0
LEXUS,LS 500h AWD,MID-SIZE,3.5,6.0,AV10,Z,10.3,7.6,5.0,7.0,211.0
LEXUS,LX 570,SUV - STANDARD,5.7,8.0,AS8,Z,18.2,12.8,2.0,3.0,371.0
LEXUS,NX 300 AWD,SUV - SMALL,2.0,4.0,AS6,Z,10.6,8.5,5.0,3.0,226.0
LEXUS,NX 300 AWD F SPORT,SUV - SMALL,2.0,4.0,AS6,Z,10.8,8.9,5.0,3.0,232.0
LEXUS,NX 300h AWD,SUV - SMALL,2.5,4.0,AV6,X,7.2,7.9,7.0,7.0,176.0
LEXUS,RC 300 AWD,SUBCOMPACT,3.5,6.0,AS6,Z,13.1,9.8,4.0,5.0,262.0
LEXUS,RC 350 AWD,SUBCOMPACT,3.5,6.0,AS6,Z,13.1,9.8,4.0,5.0,262.0
LEXUS,RC F,SUBCOMPACT,5.0,8.0,AS8,Z,15.2,9.5,3.0,5.0,289.0
LEXUS,RX 350 AWD,SUV - SMALL,3.5,6.0,AS8,X,12.2,9.0,4.0,5.0,252.0
LEXUS,RX 350 L AWD,SUV - SMALL,3.5,6.0,AS8,X,13.1,9.4,4.0,5.0,268.0
LEXUS,RX 450h AWD,SUV - STANDARD,3.5,6.0,AV6,Z,7.5,8.4,7.0,7.0,185.0
LINCOLN,CONTINENTAL AWD,FULL-SIZE,2.7,6.0,AS6,X,14.0,9.4,4.0,5.0,280.0
LINCOLN,CONTINENTAL AWD,FULL-SIZE,3.0,6.0,AS6,X,14.5,9.8,3.0,5.0,290.0
LINCOLN,CONTINENTAL AWD,FULL-SIZE,3.7,6.0,AS6,X,14.3,9.7,3.0,3.0,287.0
LINCOLN,MKC AWD,SUV - SMALL,2.0,4.0,AS6,X,12.3,9.3,4.0,5.0,256.0
LINCOLN,MKC AWD (Start/Stop),SUV - SMALL,2.0,4.0,AS6,X,12.1,9.3,4.0,5.0,254.0
LINCOLN,MKC AWD,SUV - SMALL,2.3,4.0,AS6,X,13.1,9.4,4.0,3.0,269.0
LINCOLN,MKT AWD,SUV - STANDARD,3.5,6.0,AS6,X,15.7,11.2,3.0,3.0,322.0
LINCOLN,MKT LIVERY AWD,SPECIAL PURPOSE VEHICLE,3.7,6.0,A6,X,14.7,10.2,3.0,3.0,298.0
LINCOLN,MKX AWD,SUV - SMALL,2.7,6.0,AS6,X,14.1,9.8,3.0,5.0,284.0
LINCOLN,MKX AWD,SUV - SMALL,3.7,6.0,AS6,X,14.3,10.3,3.0,3.0,293.0
LINCOLN,MKZ AWD,MID-SIZE,2.0,4.0,AS6,X,11.8,8.4,5.0,5.0,242.0
LINCOLN,MKZ AWD,MID-SIZE,3.0,6.0,AS6,X,14.0,9.2,4.0,5.0,278.0
LINCOLN,MKZ HYBRID,MID-SIZE,2.0,4.0,AV,X,5.7,6.2,9.0,7.0,139.0
LINCOLN,NAVIGATOR 4X4,SUV - STANDARD,3.5,6.0,AS10,X,14.9,11.3,3.0,5.0,310.0
MASERATI,GHIBLI,MID-SIZE,3.0,6.0,AS8,Z,14.1,9.8,3.0,1.0,286.0
MASERATI,GHIBLI S,MID-SIZE,3.0,6.0,AS8,Z,14.5,10.0,3.0,1.0,293.0
MASERATI,GHIBLI SQ4,MID-SIZE,3.0,6.0,AS8,Z,14.7,9.9,3.0,1.0,295.0
MASERATI,GRANTURISMO,SUBCOMPACT,4.7,8.0,AS6,Z,18.2,11.4,2.0,1.0,355.0
MASERATI,GRANTURISMO CONVERTIBLE,SUBCOMPACT,4.7,8.0,AS6,Z,18.2,11.6,2.0,1.0,358.0
MASERATI,LEVANTE,SUV - STANDARD,3.0,6.0,AS8,Z,16.4,11.9,2.0,1.0,340.0
MASERATI,LEVANTE S,SUV - STANDARD,3.0,6.0,AS8,Z,16.6,12.2,2.0,1.0,346.0
MASERATI,QUATTROPORTE GTS,FULL-SIZE,3.8,8.0,AS8,Z,16.1,10.8,3.0,1.0,321.0
MASERATI,QUATTROPORTE S,FULL-SIZE,3.0,6.0,AS8,Z,14.9,10.3,3.0,1.0,300.0
MASERATI,QUATTROPORTE SQ4,FULL-SIZE,3.0,6.0,AS8,Z,15.0,10.3,3.0,1.0,301.0
MAZDA,CX-3,COMPACT,2.0,4.0,AS6,X,8.2,6.9,7.0,3.0,180.0
MAZDA,CX-3,COMPACT,2.0,4.0,M6,X,9.0,7.0,6.0,3.0,189.0
MAZDA,CX-3 4WD,COMPACT,2.0,4.0,AS6,X,8.8,7.5,6.0,3.0,192.0
MAZDA,CX-5 ,SUV - SMALL,2.0,4.0,M6,X,9.7,7.7,6.0,3.0,206.0
MAZDA,CX-5,SUV - SMALL,2.5,4.0,AS6,X,9.7,7.8,6.0,7.0,206.0
MAZDA,CX-5 (Cylinder Deactivation),SUV - SMALL,2.5,4.0,AS6,X,9.3,7.6,6.0,7.0,201.0
MAZDA,CX-5 4WD,SUV - SMALL,2.5,4.0,AS6,X,10.2,8.2,5.0,7.0,217.0
MAZDA,CX-5 4WD (Cylinder Deactivation),SUV - SMALL,2.5,4.0,AS6,X,9.8,7.9,6.0,7.0,208.0
MAZDA,CX-9,SUV - SMALL,2.5,4.0,AS6,X,10.6,8.4,5.0,3.0,225.0
MAZDA,CX-9 4WD,SUV - SMALL,2.5,4.0,AS6,X,11.5,8.9,5.0,3.0,242.0
MAZDA,MAZDA3 4-DOOR,COMPACT,2.0,4.0,AS6,X,8.4,6.4,7.0,7.0,176.0
MAZDA,MAZDA3 4-DOOR,COMPACT,2.0,4.0,M6,X,8.5,6.2,7.0,7.0,175.0
MAZDA,MAZDA3 4-DOOR (SIL),COMPACT,2.0,4.0,M6,X,8.5,6.2,7.0,7.0,175.0
MAZDA,MAZDA3 4-DOOR,COMPACT,2.5,4.0,AS6,X,8.8,6.6,7.0,7.0,182.0
MAZDA,MAZDA3 4-DOOR (i-ELOOP),COMPACT,2.5,4.0,AS6,X,8.5,6.4,7.0,7.0,176.0
MAZDA,MAZDA3 4-DOOR (SIL),COMPACT,2.5,4.0,M6,X,9.3,6.9,6.0,3.0,194.0
MAZDA,MAZDA3 5-DOOR,MID-SIZE,2.0,4.0,AS6,X,8.4,6.4,7.0,7.0,174.0
MAZDA,MAZDA3 5-DOOR (SIL),MID-SIZE,2.0,4.0,M6,X,8.6,6.4,7.0,7.0,178.0
MAZDA,MAZDA3 5-DOOR,MID-SIZE,2.5,4.0,AS6,X,9.0,6.7,7.0,7.0,187.0
MAZDA,MAZDA3 5-DOOR (i-ELOOP),MID-SIZE,2.5,4.0,AS6,X,8.7,6.6,7.0,7.0,181.0
MAZDA,MAZDA3 5-DOOR (SIL),MID-SIZE,2.5,4.0,M6,X,9.6,7.0,6.0,3.0,198.0
MAZDA,MAZDA6,MID-SIZE,2.5,4.0,AS6,X,9.1,6.7,7.0,7.0,187.0
MAZDA,MAZDA6 TURBO,MID-SIZE,2.5,4.0,AS6,X,10.0,7.5,6.0,3.0,208.0
MAZDA,MX-5,TWO-SEATER,2.0,4.0,AS6,Z,9.1,6.8,6.0,3.0,188.0
MAZDA,MX-5 (SIL),TWO-SEATER,2.0,4.0,M6,Z,8.9,7.1,6.0,3.0,189.0
MERCEDES-BENZ,AMG C 43 4MATIC,COMPACT,3.0,6.0,A9,Z,11.8,8.8,5.0,5.0,244.0
MERCEDES-BENZ,AMG C 43 4MATIC CABRIOLET,SUBCOMPACT,3.0,6.0,A9,Z,12.3,9.4,4.0,5.0,256.0
MERCEDES-BENZ,AMG C 43 4MATIC COUPE,SUBCOMPACT,3.0,6.0,A9,Z,11.8,8.8,5.0,5.0,245.0
MERCEDES-BENZ,AMG C 63,COMPACT,4.0,8.0,A7,Z,13.4,9.6,4.0,5.0,274.0
MERCEDES-BENZ,AMG C 63 CABRIOLET,SUBCOMPACT,4.0,8.0,A7,Z,14.0,10.4,3.0,5.0,291.0
MERCEDES-BENZ,AMG C 63 COUPE,SUBCOMPACT,4.0,8.0,A7,Z,13.8,10.1,3.0,5.0,285.0
MERCEDES-BENZ,AMG C 63 S,COMPACT,4.0,8.0,A7,Z,13.4,9.6,4.0,5.0,274.0
MERCEDES-BENZ,AMG C 63 S CABRIOLET,SUBCOMPACT,4.0,8.0,A7,Z,14.0,10.4,3.0,5.0,291.0
MERCEDES-BENZ,AMG C 63 S COUPE,SUBCOMPACT,4.0,8.0,A7,Z,13.8,10.2,3.0,5.0,285.0
MERCEDES-BENZ,AMG CLA 45 4MATIC,COMPACT,2.0,4.0,AM7,Z,10.3,7.9,5.0,3.0,217.0
MERCEDES-BENZ,AMG E 43 4MATIC,MID-SIZE,3.0,6.0,A9,Z,12.4,9.4,4.0,5.0,258.0
MERCEDES-BENZ,AMG E 63 S 4MATIC,MID-SIZE,4.0,8.0,A9,Z,15.5,10.6,3.0,5.0,313.0
MERCEDES-BENZ,AMG E 63 S 4MATIC WAGON,STATION WAGON - MID-SIZE,4.0,8.0,A9,Z,15.2,11.0,3.0,5.0,312.0
MERCEDES-BENZ,AMG G 63,SUV - STANDARD,5.5,8.0,A7,Z,19.9,15.5,1.0,3.0,419.0
MERCEDES-BENZ,AMG G 65,SUV - STANDARD,6.0,12.0,A7,Z,22.2,18.0,1.0,3.0,473.0
MERCEDES-BENZ,AMG GLA 45 4MATIC,STATION WAGON - MID-SIZE,2.0,4.0,AM7,Z,10.7,8.3,5.0,3.0,225.0
MERCEDES-BENZ,AMG GLC 43 4MATIC,SUV - SMALL,3.0,6.0,A9,Z,13.1,10.1,4.0,5.0,277.0
MERCEDES-BENZ,AMG GLC 43 4MATIC COUPE,SUV - SMALL,3.0,6.0,A9,Z,13.0,9.9,4.0,5.0,272.0
MERCEDES-BENZ,AMG GLE 43 4MATIC,SUV - STANDARD,3.0,6.0,A9,Z,13.5,10.3,4.0,3.0,282.0
MERCEDES-BENZ,AMG GLE 43 4MATIC COUPE,SUV - STANDARD,3.0,6.0,A9,Z,13.5,10.6,3.0,3.0,285.0
MERCEDES-BENZ,AMG GLE 63 S 4MATIC,SUV - STANDARD,5.5,8.0,A7,Z,17.2,13.4,2.0,3.0,364.0
MERCEDES-BENZ,AMG GLE 63 S 4MATIC COUPE,SUV - STANDARD,5.5,8.0,A7,Z,17.2,12.8,2.0,3.0,357.0
MERCEDES-BENZ,AMG GLS 63 4MATIC,SUV - STANDARD,5.5,8.0,A7,Z,17.6,13.3,2.0,3.0,367.0
MERCEDES-BENZ,AMG GT COUPE,TWO-SEATER,4.0,8.0,AM7,Z,14.5,10.8,3.0,5.0,302.0
MERCEDES-BENZ,AMG GT ROADSTER,TWO-SEATER,4.0,8.0,AM7,Z,14.7,11.0,3.0,5.0,304.0
MERCEDES-BENZ,AMG GT C COUPE,TWO-SEATER,4.0,8.0,AM7,Z,15.5,11.7,3.0,5.0,322.0
MERCEDES-BENZ,AMG GT C ROADSTER,TWO-SEATER,4.0,8.0,AM7,Z,15.5,11.7,3.0,5.0,322.0
MERCEDES-BENZ,AMG GT R COUPE,TWO-SEATER,4.0,8.0,AM7,Z,15.6,11.9,3.0,5.0,324.0
MERCEDES-BENZ,AMG GT S COUPE,TWO-SEATER,4.0,8.0,AM7,Z,14.5,10.8,3.0,5.0,302.0
MERCEDES-BENZ,AMG S 63 4MATIC,FULL-SIZE,4.0,8.0,A9,Z,14.1,8.9,4.0,5.0,275.0
MERCEDES-BENZ,AMG S 63 4MATIC CABRIOLET,SUBCOMPACT,4.0,8.0,A9,Z,15.8,9.8,3.0,5.0,306.0
MERCEDES-BENZ,AMG S 63 4MATIC COUPE,COMPACT,4.0,8.0,A9,Z,14.0,8.7,4.0,5.0,271.0
MERCEDES-BENZ,AMG S 65,FULL-SIZE,6.0,12.0,A7,Z,18.6,10.9,2.0,3.0,356.0
MERCEDES-BENZ,AMG SL 63,TWO-SEATER,5.5,8.0,A7,Z,14.7,9.5,3.0,1.0,291.0
MERCEDES-BENZ,AMG SL 65,TWO-SEATER,6.0,12.0,A7,Z,17.6,10.8,2.0,3.0,339.0
MERCEDES-BENZ,AMG SLC 43,TWO-SEATER,3.0,6.0,A9,Z,11.6,8.2,5.0,5.0,236.0
MERCEDES-BENZ,B 250,MID-SIZE,2.0,4.0,AM7,Z,9.8,6.8,6.0,5.0,196.0
MERCEDES-BENZ,B 250 4MATIC,MID-SIZE,2.0,4.0,AM7,Z,10.3,7.8,5.0,5.0,215.0
MERCEDES-BENZ,C 300 4MATIC,COMPACT,2.0,4.0,A9,Z,10.5,7.5,5.0,5.0,214.0
MERCEDES-BENZ,C 300 4MATIC CABRIOLET,SUBCOMPACT,2.0,4.0,A9,Z,10.8,8.0,5.0,5.0,224.0
MERCEDES-BENZ,C 300 4MATIC COUPE,SUBCOMPACT,2.0,4.0,A9,Z,10.5,7.8,5.0,5.0,218.0
MERCEDES-BENZ,C 300 4MATIC WAGON,STATION WAGON - MID-SIZE,2.0,4.0,A9,Z,10.7,8.0,5.0,5.0,222.0
MERCEDES-BENZ,CLA 250,COMPACT,2.0,4.0,AM7,Z,9.6,6.6,6.0,5.0,193.0
MERCEDES-BENZ,CLA 250 4MATIC,COMPACT,2.0,4.0,AM7,Z,9.9,7.3,6.0,5.0,204.0
MERCEDES-BENZ,E 300 4MATIC,MID-SIZE,2.0,4.0,A9,Z,11.0,8.1,5.0,5.0,227.0
MERCEDES-BENZ,E 400 4MATIC,MID-SIZE,3.0,6.0,A9,Z,11.8,8.7,4.0,5.0,246.0
MERCEDES-BENZ,E 400 4MATIC CABRIOLET,SUBCOMPACT,3.0,6.0,A9,Z,12.0,9.2,4.0,5.0,251.0
MERCEDES-BENZ,E 400 4MATIC COUPE,SUBCOMPACT,3.0,6.0,A9,Z,11.9,9.0,4.0,5.0,248.0
